,id_left,text_left,id_right,text_right,label
639,Q2104,who is shem in the bible,D1318-0,"The Green Bay Packers are an American football team based in Green Bay, Wisconsin .",0.0
640,Q2104,who is shem in the bible,D1924-1,"Domestically, the administration favored reducing government programs and introduced the largest across-the-board tax cuts in American history.",0.0
641,Q2104,who is shem in the bible,D2320-0,"The Book of Ezekiel is the third of the Latter Prophets in the Hebrew Bible , following the books of Isaiah and Jeremiah and preceding the Book of the Twelve .",0.0
642,Q2471,what is the political tea party,D2315-1,"The Tea Party movement is an American political movement that advocates strict adherence to the United States Constitution , reducing U.S. government spending and taxes , and reduction of the U.S. national debt and federal budget deficit .",1.0
643,Q2471,what is the political tea party,D2444-0,International Men's Day (IMD) is an annual international event celebrated on 19th November.,0.0
644,Q2471,what is the political tea party,D128-3,"Currently, Nevada is the only state to allow brothel prostitution, the terms of which are stipulated in the Nevada Revised Statutes.",0.0
645,Q2471,what is the political tea party,D1193-7,"The song was notably performed on a Los Angeles rooftop for the filming of its music video, which won a Grammy Award for Best Performance Music Video .Recently the song has been used by the NFL's Baltimore Ravens as their entrance song in Super Bowl XLVII",0.0
646,Q2471,what is the political tea party,D1774-2,"It was written in stages between 1937 and 1949, much of it during World War II .",0.0
647,Q2471,what is the political tea party,D2047-2,Heavy metal lyrics and performance styles are generally associated with masculinity and machismo .,0.0
648,Q2207,where is the Rhine river located on a map,D2079-0,"The Rhine (; ; ) is a European river that runs from the Swiss canton of Grisons in the southeastern Swiss Alps through Germany and eventually flows into the North Sea coast in the Netherlands and is the twelfth longest river in Europe , at about , with an average discharge of more than .",1.0
649,Q2207,where is the Rhine river located on a map,D288-8,"It eats leaves, herbs, twigs and green plants like skunk cabbage and clover and in the winter it may eat bark.",0.0
650,Q2207,where is the Rhine river located on a map,D216-1,The president leads the executive branch of the federal government and is the commander-in-chief of the United States Armed Forces .,0.0
651,Q2207,where is the Rhine river located on a map,D1264-13,"According to the Recent African Ancestry theory , modern humans evolved in Africa possibly from Homo heidelbergensis , Homo rhodesiensis or Homo antecessor and migrated out of the continent some 50,000 to 100,000 years ago, replacing local populations of Homo erectus, Homo denisova , Homo floresiensis and Homo neanderthalensis.",0.0
652,Q2207,where is the Rhine river located on a map,D1894-4,"The company builds more tractors in India than any other manufacturer, and has the capacity to build 150,000 tractors a year.",0.0
653,Q2207,where is the Rhine river located on a map,D316-0,"Labor Day is an American federal holiday observed on the first Monday in September, that celebrates the economic and social contributions of workers.",0.0
654,Q137,what cities are in the bahamas,D137-0,Nassau,1.0
655,Q137,what cities are in the bahamas,D987-1,White Christmas is an Irving Berlin song reminiscing about an old-fashioned Christmas setting .,0.0
656,Q137,what cities are in the bahamas,D1291-0,"Nexen Tire is a tire manufacturer, headquartered in Yangsan , South Gyeongsang Province , and Seoul , both in South Korea .",0.0
657,Q137,what cities are in the bahamas,D2150-0,"Steven Tyler (born Steven Victor Tallarico; March 26, 1948) is an American singer, songwriter, and multi-instrumentalist, best known as the frontman and lead singer of the Boston -based rock band Aerosmith , in which he also plays the harmonica, and occasional piano and percussion.",0.0
658,Q137,what cities are in the bahamas,D1833-2,"The earliest known design was by the American, Elizabeth Magie , patented in 1904 but existing as early as 1902.",0.0
659,Q137,what cities are in the bahamas,D141-12,Sound mass techniques also appear in the music of George Crumb (Anon. n.d.).,0.0
660,Q1720,who plays mary poppins in the movie,D1630-0,"Mary Poppins is a 1964 musical film starring Julie Andrews , Dick Van Dyke , David Tomlinson , and Glynis Johns , produced by Walt Disney , and based on the Mary Poppins books series by P. L. Travers .",1.0
661,Q1720,who plays mary poppins in the movie,D42-11,"The 2008 Sunday Times Rich List estimated Rowling's fortune at £560 million ($798 million), ranking her as the twelfth richest woman in the United Kingdom.",0.0
662,Q1720,who plays mary poppins in the movie,D1859-2,"Matches are played between two teams of seven players riding flying broomsticks, using four balls and six elevated ring-shaped goals, three on each side of the Quidditch pitch (field).",0.0
663,Q1720,who plays mary poppins in the movie,D972-5,"It is available as a commercial product in many countries, with similar variations in ingredients, cooking method, and other variables.",0.0
664,Q1720,who plays mary poppins in the movie,D928-3,"HCV is spread primarily by blood-to-blood contact associated with intravenous drug use , poorly sterilized medical equipment and transfusions .",0.0
665,Q1720,who plays mary poppins in the movie,D724-0,"Advocacy is a political process by an individual or group which aims to influence public-policy and resource allocation decisions within political, economic, and social systems and institutions.",0.0
666,Q2253,what is the capital city of california.,D292-0,Sacramento is the capital city of the U.S. state of California and the seat of government of Sacramento County .,1.0
667,Q2253,what is the capital city of california.,D1075-5,Some spoilers are added to cars primarily for styling purposes and have either little aerodynamic benefit or even make the aerodynamics worse.,0.0
668,Q2253,what is the capital city of california.,D1885-0,"The human leg is the entire lower extremity or limb of the human body , including the foot , thigh and even the hip or gluteal region; however, the precise definition in human anatomy refers only to the section of the lower limb extending from the knee to the ankle .",0.0
669,Q2253,what is the capital city of california.,D2425-5,A CAPTCHA () is a type of challenge-response test used in computing as an attempt to ensure that the response is generated by a human being .,0.0
670,Q2253,what is the capital city of california.,D748-5,"The campus is the 6th-largest in the UC system by enrollment with 18,977 undergraduate and 2,950 graduate students.",0.0
671,Q2253,what is the capital city of california.,D27-9,"On April 8, 1994, Cobain was found dead at his home in Seattle , the victim of what was officially ruled a suicide by a self-inflicted shotgun wound to the head.",0.0
672,Q485,how was the phone invented,D478-1,"The invention of the telephone is the culmination of work done by many individuals, the history of which involves a collection of claims and counterclaims.",1.0
673,Q485,how was the phone invented,D2510-0,"Charles Dillon ""Casey"" Stengel (; July 30, 1890 – September 29, 1975), nicknamed ""The Old Perfessor"", was an American Major League Baseball outfielder and manager .",0.0
674,Q485,how was the phone invented,D255-4,"It started with four teams and, through a series of expansions, contractions, and relocations, the league is now composed of 30 active franchises.",0.0
675,Q485,how was the phone invented,D1631-0,"A story arc is an extended or continuing storyline in episodic storytelling media such as television , comic books , comic strips , boardgames , video games , and in some cases, films .",0.0
676,Q485,how was the phone invented,D1649-4,Ethnicity or ethnic group is a socially defined category based on common culture or nationality .,0.0
677,Q485,how was the phone invented,D365-0,"Lysergic acid diethylamide, abbreviated LSD or LSD-25, also known as lysergide ( INN ) and colloquially as acid, is a semisynthetic psychedelic drug of the ergoline family, well known for its psychological effects which can include altered thinking processes, closed and open eye visuals, synesthesia , an altered sense of time and spiritual experiences , as well as for its key role in 1960s counterculture .",0.0
678,Q703,how is today special?,D685-0,Today's Special is a Canadian children's television show produced by Clive VanderBurgh at TVOntario from 1981 to 1987.,1.0
679,Q703,how is today special?,D21-2,"Transmission occurs primarily by drinking water or eating food that has been contaminated by the feces (waste product) of an infected person, including one with no apparent symptoms.",0.0
680,Q703,how is today special?,D396-0,The Boise State Broncos football program represents Boise State University in college football and compete in the Football Bowl Subdivision (FBS) of Division I as a member of the Mountain West Conference .,0.0
681,Q703,how is today special?,D1190-0,"The definition of the world's busiest airport has been specified by the Airports Council International in Geneva, Switzerland.",0.0
682,Q703,how is today special?,D272-1,"In the United States, to table usually means the to lay [the topic] on the table or to move for postponement of consideration; a proposal to suspend consideration of a pending motion.",0.0
683,Q703,how is today special?,D2646-0,"A will or testament is a legal declaration by which a person, the testator , names one or more persons to manage his/her estate and provides for the transfer of his property at death.",0.0
684,Q1919,when did thomas jefferson become president,D1246-7,"Elected president in what Jefferson called the Revolution of 1800 , he oversaw the purchase of the vast Louisiana Territory from France (1803), and sent the Lewis and Clark Expedition (1804–1806) to explore the new west.",1.0
685,Q1919,when did thomas jefferson become president,D496-0,"Debbie Macomber (born October 22, 1948 in Yakima, Washington ) is a best-selling American author of over 150 romance novels and contemporary women's fiction.",0.0
686,Q1919,when did thomas jefferson become president,D1739-0,Cool Jerk is a popular song written by Donald Storball and originally performed by The Capitols .,0.0
687,Q1919,when did thomas jefferson become president,D505-1,"Qualified medical and family reasons include: personal or family illness, family military leave, pregnancy , adoption , or the foster care placement of a child.",0.0
688,Q1919,when did thomas jefferson become president,D2215-1,"In adults, the ""rule of nines"" is used to determine the total percentage of area burned for each major section of the body.",0.0
689,Q1919,when did thomas jefferson become president,D2079-0,"The Rhine (; ; ) is a European river that runs from the Swiss canton of Grisons in the southeastern Swiss Alps through Germany and eventually flows into the North Sea coast in the Netherlands and is the twelfth longest river in Europe , at about , with an average discharge of more than .",0.0
690,Q647,what county is san jose in?,D632-0,"San Jose (; Spanish : St. Joseph ) is the third-largest city in California , the tenth-largest in the U.S., and the county seat of Santa Clara County which is located at the southern end of San Francisco Bay .",1.0
691,Q647,what county is san jose in?,D505-0,The Family and Medical Leave Act of 1993 (FMLA) is a United States federal law requiring covered employers to provide employees job-protected and unpaid leave for qualified medical and family reasons.,0.0
692,Q647,what county is san jose in?,D1931-1,"The Romanian-born Cretu conceived the Enigma project while working in Germany, but based his recording studio A.R.T. Studios in Ibiza, Spain , from the early 1990s until May 2009, where he has recorded all of Enigma's studio releases to date.",0.0
693,Q647,what county is san jose in?,D2116-0,Westlife were an Irish boy band which formed in 1998 and disbanded in 2012.,0.0
694,Q647,what county is san jose in?,D2705-7,The first systematic and unequivocal transmission of EM waves was performed by Heinrich Rudolf Hertz and described in papers published in 1887 and 1890.,0.0
695,Q647,what county is san jose in?,D1876-6,"U.S. median household income fell from $51,144 in 2010 to $50,502 in 2011.",0.0
696,Q940,how many countries have english as an official language,D908-1,"In 2012, there were 88 states in total (60 sovereign states and 28 non-sovereign states).",1.0
697,Q940,how many countries have english as an official language,D1264-13,"According to the Recent African Ancestry theory , modern humans evolved in Africa possibly from Homo heidelbergensis , Homo rhodesiensis or Homo antecessor and migrated out of the continent some 50,000 to 100,000 years ago, replacing local populations of Homo erectus, Homo denisova , Homo floresiensis and Homo neanderthalensis.",0.0
698,Q940,how many countries have english as an official language,D549-0,"is a Latin word that means ""thus"" or, in writing, ""it was thus in the source material"".",0.0
699,Q940,how many countries have english as an official language,D2559-4,Rahm Emanuel won the race for mayor with more than 55% of the vote.,0.0
700,Q940,how many countries have english as an official language,D1392-2,Most confectionery stores are filled with an assortment of sweets far larger than a grocer or convenience store could accommodate.,0.0
701,Q940,how many countries have english as an official language,D2132-1,"Located in the southwest Pacific Ocean , it lies geographically to the east of the Malay Archipelago , with which it is sometimes included as part of a greater Indo-Australian Archipelago .",0.0
702,Q2156,what is cubic ft,D2032-0,"The term cubic foot is an Imperial and US customary (non- metric ) unit of volume , used in the United States and the United Kingdom.",1.0
703,Q2156,what is cubic ft,D2395-4,"In Judaism , a day commences at dusk and lasts until the following dusk, thus the first day of Passover only begins after dusk of the 14th of Nisan and ends at dusk of the 15th day of the month of Nisan.",0.0
704,Q2156,what is cubic ft,D2788-1,Hartsfield–Jackson Atlanta International Airport is the busiest single airport in the United States.,0.0
705,Q2156,what is cubic ft,D2734-1,"The holiday is observed during Holy Week as part of the Paschal Triduum on the Friday preceding Easter Sunday , and may coincide with the Jewish observance of Passover .",0.0
706,Q2156,what is cubic ft,D1894-3,"Mahindra has a huge consumer base in India, China and America and a growing base in Australia.",0.0
707,Q2156,what is cubic ft,D2756-1,"It commonly consists of cocoa butter , sugar , milk solids and salt , and is characterized by a pale yellow or ivory appearance.",0.0
708,Q2957,What is the significance of Good Friday?,D2734-1,"The holiday is observed during Holy Week as part of the Paschal Triduum on the Friday preceding Easter Sunday , and may coincide with the Jewish observance of Passover .",1.0
709,Q2957,What is the significance of Good Friday?,D1913-1,"In medicine , ischemia, also spelled as ischaemia or ischæmia, (; from Greek language ισχαιμία, ischaimía; isch- root denoting a restriction or thinning or to make or grow thin/lean, haema blood ) is a restriction in blood supply to tissues , causing a shortage of oxygen and glucose needed for cellular metabolism (to keep tissue alive).",0.0
710,Q2957,What is the significance of Good Friday?,D817-3,The culmination of events that led to the outbreak of war are generally understood to be the 1939 invasion of Poland by Germany and Soviet Russia and the 1937 invasion of the Republic of China by the Empire of Japan .,0.0
711,Q2957,What is the significance of Good Friday?,D789-18,"The relationship between percentage changes and basis points can be summarized as follows: 1 percentage point change = 100 basis points, and 0.01 percentage points = 1 basis point.",0.0
712,Q2957,What is the significance of Good Friday?,D993-1,Array programming primitives concisely express broad ideas about data manipulation.,0.0
713,Q2957,What is the significance of Good Friday?,D507-1,"A pothole (sometimes called a kettle and known in parts of the Western United States as a chuckhole) is a type of disruption in the surface of a roadway where a portion of the road material has broken away, leaving a hole.",0.0
714,Q2060,who is on the hundred dollar bill,D1945-1,"U.S. statesman, inventor, and diplomat Benjamin Franklin is currently featured on the obverse of the bill.",1.0
715,Q2060,who is on the hundred dollar bill,D2032-0,"The term cubic foot is an Imperial and US customary (non- metric ) unit of volume , used in the United States and the United Kingdom.",0.0
716,Q2060,who is on the hundred dollar bill,D1885-0,"The human leg is the entire lower extremity or limb of the human body , including the foot , thigh and even the hip or gluteal region; however, the precise definition in human anatomy refers only to the section of the lower limb extending from the knee to the ankle .",0.0
717,Q2060,who is on the hundred dollar bill,D1228-0,"The American Federation of Government Employees (AFGE) is an American labor union representing over 650,000 employees of the federal government , about 5,000 employees of the District of Columbia , and a few hundred private sector employees, mostly in and around federal facilities.",0.0
718,Q2060,who is on the hundred dollar bill,D403-0,"A drug test is a technical analysis of a biological specimen – for example urine, hair, blood, sweat, or oral fluid / saliva – to determine the presence or absence of specified parent drugs or their metabolites .",0.0
719,Q2060,who is on the hundred dollar bill,D1942-1,"At in length and or more in weight, it is the largest known animal to have ever existed.",0.0
720,Q517,what does estee lauder do,D509-0,"Estée Lauder Companies, Inc. is a manufacturer and marketer of prestige skincare, makeup, fragrance and hair care products.",1.0
721,Q517,what does estee lauder do,D1556-1,"It usually occurs following a viral infection but may appear following vaccination , bacterial or parasitic infection, or even appear spontaneously.",0.0
722,Q517,what does estee lauder do,D1863-0,The BlackBerry is a line of wireless handheld devices and services designed and marketed by Research In Motion Limited (RIM) operating as BlackBerry .,0.0
723,Q517,what does estee lauder do,D150-0,"Atlanta (, stressed , locally ) is the capital of and the most populous city in the U.S. state of Georgia , with an estimated 2011 population of 432,427.",0.0
724,Q517,what does estee lauder do,D475-2,"The President is elected by members of the National Assembly , the lower house of Parliament , and is usually the leader of the largest party, which has been the African National Congress since the first non-racial elections were held on 27 April 1994.",0.0
725,Q517,what does estee lauder do,D1492-1,"An agent also defends, supports and promotes the interest of his/her clients.",0.0
726,Q2369,what is dave batista doing now,D2228-7,"He won his MMA debut on October 6, 2012, defeating Vince Lucero via TKO in the first round.",1.0
727,Q2369,what is dave batista doing now,D1519-1,"As seen from the Earth , a solar eclipse occurs when the Moon passes between the Sun and Earth, and the Moon fully or partially blocks ("" occults "") the Sun.",0.0
728,Q2369,what is dave batista doing now,D646-6,"Over one million Jewish children were killed in the Holocaust, as were approximately two million Jewish women and three million Jewish men.",0.0
729,Q2369,what is dave batista doing now,D2369-1,The most commonly used language is English .,0.0
730,Q2369,what is dave batista doing now,D543-0,Female ejaculation is the expulsion of fluid by human females from the paraurethral ducts through and around the female urethra during or before an orgasm .,0.0
731,Q2369,what is dave batista doing now,D725-4,"Red, white, and green are the colors of the national liberation army in Mexico.",0.0
732,Q2173,what is metal music about,D2047-2,Heavy metal lyrics and performance styles are generally associated with masculinity and machismo .,1.0
733,Q2173,what is metal music about,D554-3,"In mathematics and the arts , two quantities are in the golden ratio if the ratio of the sum of the quantities to the larger quantity is equal to the ratio of the larger quantity to the smaller one.",0.0
734,Q2173,what is metal music about,D697-4,"The cycle is roughly as common as a no-hitter (279 occurrences in MLB history); it has been called ""one of the rarest"" and ""most difficult feats"" in baseball.",0.0
735,Q2173,what is metal music about,D1100-0,A gasser was a type of hot rod originating on the dragstrips of the United States in the late 1950s and continued until the early 1970s.,0.0
736,Q2173,what is metal music about,D1972-5,"It opened to the public on May 24, 2007, relocating from and replacing the original exhibit.",0.0
737,Q2173,what is metal music about,D1932-0,"Scooby-Doo is an American animated cartoon franchise , comprising several animated television series produced from 1969 to the present day.",0.0
738,Q1104,when does the electoral college votes,D1062-4,The United States Electoral College is the institution that officially elects the President and Vice President of the United States every four years.,1.0
739,Q1104,when does the electoral college votes,D2426-0,"Jacques-Yves Cousteau (; commonly known in English as Jacques Cousteau; 11 June 1910 – 25 June 1997) was a French naval officer, explorer , conservationist , filmmaker, innovator, scientist, photographer, author and researcher who studied the sea and all forms of life in water.",0.0
740,Q1104,when does the electoral college votes,D2411-1,"It is located west of Grass Valley, California , approximately 62 miles (100 km) from Sacramento .",0.0
741,Q1104,when does the electoral college votes,D2002-0,"Right Round is a song performed by American rapper Flo Rida , released as the lead single from his second studio album, R.O.O.T.S. (2009).",0.0
742,Q1104,when does the electoral college votes,D309-7,"The other World Cup winners are Italy , with four titles; Germany , with three titles; Argentina and inaugural winners Uruguay , with two titles each; and England , France , and Spain , with one title each.",0.0
743,Q1104,when does the electoral college votes,D1991-0,"Spelt, also known as dinkel wheat, or hulled wheat, is an ancient species of wheat from the fifth millennium BC.",0.0
744,Q31,how old was monica lewinsky during the affair,D31-0,"Monica Samille Lewinsky (born July 23, 1973) is an American woman with whom United States President Bill Clinton admitted to having had an ""improper relationship"" while she worked at the White House in 1995 and 1996.",1.0
745,Q31,how old was monica lewinsky during the affair,D1938-0,"Raffaello Sanzio da Urbino (April 6 or March 28, 1483 – April 6, 1520), better known simply as Raphael, was an Italian painter and architect of the High Renaissance .",0.0
746,Q31,how old was monica lewinsky during the affair,D872-2,"The humanities include ancient and modern languages , literature , philosophy , religion , and visual and performing arts such as music and theatre .",0.0
747,Q31,how old was monica lewinsky during the affair,D1507-3,"The film raises the question ""Can men and women ever just be friends?"" and advances many ideas about relationships that became household concepts, such as those of the """" girlfriend and the ""transitional person"".",0.0
748,Q31,how old was monica lewinsky during the affair,D1212-4,"One is ""US Government Standard Bathroom Malodor""; a mixture of eight chemicals with a stench resembling human feces, only much stronger, designed to test the efficacy of deodorizers and air fresheners .",0.0
749,Q31,how old was monica lewinsky during the affair,D1971-0,"The San Fernando Valley (locally known as ""The Valley"") is an urbanized valley located in the Los Angeles metropolitan area of southern California , United States , defined by the mountains of the Transverse Ranges circling it.",0.0
750,Q320,what does life insurance cover?,D319-1,"Depending on the contract, other events such as terminal illness or critical illness may also trigger payment.",1.0
751,Q320,what does life insurance cover?,D2802-9,"At the turn of the 21st century, the expanding domain of economics in the social sciences has been described as economic imperialism .",0.0
752,Q320,what does life insurance cover?,D2572-3,"Wayne was born in Winterset, Iowa but his family relocated to the greater Los Angeles area when he was four years old.",0.0
753,Q320,what does life insurance cover?,D2170-1,"Established by the Virginia Company of London as ""James Fort"" on May 14, 1607 ( O.S. , May 24, 1607 N.S. ), it followed several earlier failed attempts, including the Lost Colony of Roanoke .",0.0
754,Q320,what does life insurance cover?,D1254-0,The Night the Lights Went Out in Georgia is a Southern Gothic song written by songwriter Bobby Russell and performed in 1972 by his then-wife Vicki Lawrence .,0.0
755,Q320,what does life insurance cover?,D766-3,"These hand rankings are also used in some other card games , and in poker dice .",0.0
756,Q189,what does arraignment mean,D189-0,Arraignment is a formal reading of a criminal charging document in the presence of the defendant to inform the defendant of the charges against him or her.,1.0
757,Q189,what does arraignment mean,D2052-0,Heredity is the passing of traits to offspring from its parents or ancestor.,0.0
758,Q189,what does arraignment mean,D1017-4,The original antibacterial sulfonamides (sometimes called sulfa drugs or sulpha drugs) are synthetic antimicrobial agents that contain the sulfonamide group.,0.0
759,Q189,what does arraignment mean,D863-1,"In baseball , a cutter, or cut fastball, is a type of fastball which breaks slightly toward the pitcher 's glove side as it reaches home plate .",0.0
760,Q189,what does arraignment mean,D1452-1,"He was shot by Mark David Chapman at the entrance of the building where he lived, The Dakota , in New York City on 8 December 1980.",0.0
761,Q189,what does arraignment mean,D1983-1,"Shem ( ; Sēm; Arabic : Sām; Ge'ez : ሴም, Sēm; ""renown; prosperity; name"") was one of the sons of Noah in the Hebrew Bible as well as in Islamic literature .",0.0
762,Q261,what county is northville mi,D261-0,Northville is an affluent city located in and divided by Oakland and Wayne counties in the U.S. state of Michigan .,1.0
763,Q261,what county is northville mi,D991-2,It was first identified by Dr. Ernst von Romberg in 1891.,0.0
764,Q261,what county is northville mi,D127-0,A Joint Committee is a term in politics that is used to refer to a committee made up of members of both chambers of a bicameral legislature.,0.0
765,Q261,what county is northville mi,D1467-0,"The Windows Installer (previously known as Microsoft Installer) is a software component used for the installation, maintenance, and removal of software on modern Microsoft Windows systems.",0.0
766,Q261,what county is northville mi,D632-0,"San Jose (; Spanish : St. Joseph ) is the third-largest city in California , the tenth-largest in the U.S., and the county seat of Santa Clara County which is located at the southern end of San Francisco Bay .",0.0
767,Q261,what county is northville mi,D1449-0,Charles John Huffam Dickens (; 7 February 1812 – 9 June 1870) was an English writer and social critic.,0.0
768,Q1348,what produces calcitonin,D1288-0,"Calcitonin (also known as thyrocalcitonin) is a 32-amino acid linear polypeptide hormone that is produced in humans primarily by the parafollicular cells (also known as C-cells) of the thyroid , and in many other animals in the ultimobranchial body .",1.0
769,Q1348,what produces calcitonin,D1978-0,"Everybody Hates Chris is an American television period sitcom that depicts the teenage experiences of comedian Chris Rock (who is also the narrator ) while growing up in the Bedford-Stuyvesant neighborhood of Brooklyn, New York .",0.0
770,Q1348,what produces calcitonin,D1541-1,"Give me liberty, or give me death! is a quotation attributed to Patrick Henry from a speech he made to the Virginia Convention .",0.0
771,Q1348,what produces calcitonin,D2060-0,"A telephone prefix is the first set of digits of a telephone number; in the North American Numbering Plan countries (country code 1), it is the first three digits of a seven-digit phone number.",0.0
772,Q1348,what produces calcitonin,D1036-22,"The actions of the general Pausanias at the siege of Byzantium alienated many of the Greek states from the Spartans, and the anti-Persian alliance was therefore reconstituted around Athenian leadership, as the so-called Delian League .",0.0
773,Q1348,what produces calcitonin,D365-3,"However, adverse psychiatric reactions such as anxiety, paranoia, and delusions are possible.",0.0
774,Q1386,what are the three ossicles,D1323-0,"The ossicles (also called auditory ossicles) are the three smallest bones in the human body, the malleus , the incus and the stapes .",1.0
775,Q1386,what are the three ossicles,D2788-1,Hartsfield–Jackson Atlanta International Airport is the busiest single airport in the United States.,0.0
776,Q1386,what are the three ossicles,D773-3,"Its basic function is to transport water, but it also transports some nutrients through the plant.",0.0
777,Q1386,what are the three ossicles,D481-7,"Within the first two to four months of the bombings, the acute effects killed 90,000–166,000 people in Hiroshima and 60,000–80,000 in Nagasaki, with roughly half of the deaths in each city occurring on the first day.",0.0
778,Q1386,what are the three ossicles,D882-19,"On May 11, 2012, the series was renewed for a ninth season, which premiered on September 27, 2012.",0.0
779,Q1386,what are the three ossicles,D2470-0,"Castillo San Felipe del Morro also known as Fort San Felipe del Morro or Morro Castle, is a 16th-century citadel located in San Juan, Puerto Rico .",0.0
780,Q790,how many vehicles are registered in the us,D764-2,"Overall, there were an estimated 254.4 million registered passenger vehicles in the United States according to a 2007 DOT study.",1.0
781,Q790,how many vehicles are registered in the us,D216-0,The President of the United States of America (POTUS) is the head of state and head of government of the United States .,0.0
782,Q790,how many vehicles are registered in the us,D509-0,"Estée Lauder Companies, Inc. is a manufacturer and marketer of prestige skincare, makeup, fragrance and hair care products.",0.0
783,Q790,how many vehicles are registered in the us,D1647-1,"The network's flagship station is WBZ-FM /98.5- Boston, Massachusetts .",0.0
784,Q790,how many vehicles are registered in the us,D2566-0,"Coldwater is a small town in Tate County , Mississippi .",0.0
785,Q790,how many vehicles are registered in the us,D2047-2,Heavy metal lyrics and performance styles are generally associated with masculinity and machismo .,0.0
786,Q1723,when does black friday start for christmas,D1633-9,"In 2012, Walmart and several other retailers announced that they would open most of their stores at 8:00 p.m. on Thanksgiving Day (except in states where opening on Thanksgiving is prohibited due to blue laws , such as Massachusetts where they still opened around midnight), prompting calls for a walkout among some workers.",1.0
787,Q1723,when does black friday start for christmas,D2003-12,"The 17th and current Chief Justice is John G. Roberts, Jr.",0.0
788,Q1723,when does black friday start for christmas,D1356-0,Pain and suffering is the legal term for the physical and emotional stress caused from an injury (see also pain and suffering ).,0.0
789,Q1723,when does black friday start for christmas,D145-0,"Australia is a continent comprising mainland Australia , Tasmania , New Guinea , Seram , possibly Timor , and neighbouring islands.",0.0
790,Q1723,when does black friday start for christmas,D1081-2,"On 28 June 1914, Archduke Franz Ferdinand of Austria , heir presumptive to the Austro-Hungarian throne, and his wife, Sophie, Duchess of Hohenberg , were shot dead in Sarajevo , by Gavrilo Princip , one of a group of six Bosnian Serb assassins coordinated by Danilo Ilić .",0.0
791,Q1723,when does black friday start for christmas,D134-0,"Mariah Carey (born March 27, 1970) is an American singer , songwriter , record producer , actress , and philanthropist .",0.0
792,Q2768,what is eggnog made of,D2576-1,"Eggnog, or egg nog, is a sweetened dairy -based beverage traditionally made with milk and/or cream , sugar , and whipped eggs (which gives it a frothy texture).",1.0
793,Q2768,what is eggnog made of,D2260-1,"The two standard gender symbols denoting male ♂ and female ♀ are derived from astrological symbols , denoting the classical planets Mars and Venus , respectively.",0.0
794,Q2768,what is eggnog made of,D461-0,"Jennings is a small city in and the parish seat of Jefferson Davis Parish , Louisiana , United States , near Lake Charles .",0.0
795,Q2768,what is eggnog made of,D2198-3,"The population was 3,167 at the 2010 census .",0.0
796,Q2768,what is eggnog made of,D2198-3,"The population was 3,167 at the 2010 census .",0.0
797,Q2768,what is eggnog made of,D2152-1,Normal human adult blood should contain between 7 to 21 mg of urea nitrogen per 100 ml (7–21 mg/ dL ) of blood.,0.0
798,Q923,what county is willmar mn in?,D892-0,"Willmar is a city in, and the county seat of, Kandiyohi County , Minnesota , United States .",1.0
799,Q923,what county is willmar mn in?,D190-1,"While he achieved fame during his lifetime as an author, philosopher, alchemist and astronomer , composing a scientific treatise on the astrolabe for his ten year-old son Lewis, Chaucer also maintained an active career in the civil service as a bureaucrat, courtier and diplomat.",0.0
800,Q923,what county is willmar mn in?,D357-2,"The causes of World War I , which began in central Europe in late July 1914 and finished in 1918, included many factors, such as the conflicts and hostility of the four decades leading up to the war.",0.0
801,Q923,what county is willmar mn in?,D387-0,"What Chilli Wants is an American reality series on VH1 starring Chilli , one-third of the Grammy Award -winning R&B trio TLC .",0.0
802,Q923,what county is willmar mn in?,D717-5,"Around 650 BC, it rose to become the dominant military land-power in ancient Greece.",0.0
803,Q923,what county is willmar mn in?,D1511-0,"Francois Henri ""Jack"" LaLanne (September 26, 1914 - January 23, 2011) was an American fitness , exercise , and nutritional expert and motivational speaker who is sometimes called ""the godfather of fitness"" and the ""first fitness superhero.""",0.0
804,Q2314,when was andy griffith born,D2177-0,"Andy Samuel Griffith (June 1, 1926 – July 3, 2012) was an American actor, television producer, Grammy Award -winning Southern-gospel singer, and writer.",1.0
805,Q2314,when was andy griffith born,D2398-0,"The soybean (US) or soya bean (UK) (Glycine max) is a species of legume native to East Asia, widely grown for its edible bean which has numerous uses.",0.0
806,Q2314,when was andy griffith born,D753-1,The first color cinematography was by means of additive color systems such as the one patented in England by Edward Raymond Turner in 1899 and tested in 1902.,0.0
807,Q2314,when was andy griffith born,D662-0,Late Show with David Letterman is an American late-night talk show hosted by David Letterman on CBS .,0.0
808,Q2314,when was andy griffith born,D1950-0,Kathmandu ( ; ) is the capital and largest urban agglomerate of Nepal .,0.0
809,Q2314,when was andy griffith born,D1944-1,The edible matter is buds that form within the flower heads before the flowers come into bloom.,0.0
810,Q1574,what is an agents job role in film,D1492-0,"A talent agent, or booking agent, is a person who finds jobs for actors , authors , film directors , musicians , models , producers, professional athletes , writers and other people in various entertainment businesses.",1.0
811,Q1574,what is an agents job role in film,D1001-3,"The Cold War, often dated from 1947 to 1991, was a sustained state of political and military tension between powers in the Western Bloc , dominated by the United States with NATO among its allies, and powers in the Eastern Bloc , dominated by the Soviet Union along with the Warsaw Pact .",0.0
